passID,timestamp,stationRef,vehicleRef,charge,t,v,hn,p
PAP9566854,05/28/2020 09:32:19,GF00,LM86GYO69819,2.8,GF00,LM86GYO69819,GF,home
BHD2941262,05/28/2020 09:42:26,NE13,FY47TUN40300,1.0,NE13,FY47TUN40300,NE,home
KFZ6239882,05/28/2020 10:24:37,NE13,NY14GZR94632,2.8,NE13,NY14GZR94632,NE,home
BLB7797918,05/28/2020 11:36:31,KO08,JO50FSF60755,2.2,KO08,JO50FSF60755,KO,home
CZD2461723,05/28/2020 11:57:43,GF00,KW50MJG67260,2.2,GF00,KW50MJG67260,GF,home
UZG0554492,05/28/2020 11:59:05,NE02,PM58XHX45588,1.5,NE02,PM58XHX45588,NE,home
MWL9014330,05/28/2020 12:58:06,MR00,XV91YMP27722,2.5,MR00,XV91YMP27722,MR,home
ZXG4383773,05/28/2020 14:38:21,EG01,TV81MAQ99005,2.8,EG01,TV81MAQ99005,EG,home
ETS2160370,05/28/2020 15:30:13,OO00,HA82SCK64299,1.25,OO00,HA82SCK64299,MR,away
DNZ6963114,05/28/2020 17:20:09,OO10,XV91YMP27722,2.8,OO10,XV91YMP27722,MR,away
YNV4539962,05/28/2020 18:14:15,AO07,HT62RDI04611,2.8,AO07,HT62RDI04611,AO,home
RBS7482707,05/28/2020 18:59:22,EG03,CM15YCB60994,2.0,EG03,CM15YCB60994,EG,home
FEP7860537,05/28/2020 19:46:49,NE16,PM58XHX45588,1.5,NE16,PM58XHX45588,NE,home
DZF9823544,05/28/2020 20:22:45,GF00,UF84JOS00561,2.8,GF00,UF84JOS00561,GF,home
RDQ5127481,05/28/2020 20:52:42,MR00,QO68DIC93032,2.5,MR00,QO68DIC93032,MR,home
CLM1073055,05/28/2020 22:14:13,OO02,EM54HQI58682,2.8,OO02,EM54HQI58682,OO,home
SZL5534240,05/28/2020 22:27:27,EG12,EC02LZC49528,2.8,EG12,EC02LZC49528,EG,home
QXJ7830898,05/28/2020 22:56:51,MR03,BI87HYL81972,1.0,MR03,BI87HYL81972,MR,home
MFW8311961,05/28/2020 23:17:20,KO09,UO75YNW62238,2.8,KO09,UO75YNW62238,KO,home
GLN6187280,05/28/2020 23:22:27,GF00,BY85QGR11636,2.5,GF00,BY85QGR11636,GF,home
TMT8299397,05/29/2020 01:39:13,KO06,YH66OKD41942,2.8,KO06,YH66OKD41942,KO,home
QRV6601011,05/29/2020 01:51:05,KO07,RV87TIY76692,2.5,KO07,RV87TIY76692,KO,home
XQP4720809,05/29/2020 01:55:07,KO07,KB55KTM48860,2.5,KO07,KB55KTM48860,KO,home
JVM0366490,05/29/2020 02:13:06,GF00,EN26OAB52983,1.25,GF00,EN26OAB52983,GF,home
JSL5377807,05/29/2020 03:43:54,KO08,YH66OKD41942,2.8,KO08,YH66OKD41942,KO,home
XDX3543604,05/29/2020 04:08:59,NE16,QP02SYE47964,2.8,NE16,QP02SYE47964,NE,home
GSN7480498,05/29/2020 04:48:52,KO07,WY00MLL63827,1.0,KO07,WY00MLL63827,KO,home
MVS6240526,05/29/2020 04:55:29,GF00,MA30QLI76818,2.5,GF00,MA30QLI76818,GF,home
ZZC3020038,05/29/2020 05:43:11,NE07,QP02SYE47964,2.8,NE07,QP02SYE47964,NE,home
XKH7676529,05/29/2020 06:07:53,MR02,XV91YMP27722,2.5,MR02,XV91YMP27722,MR,home
YCU0641001,05/29/2020 06:38:55,AO19,BZ76ROL87339,1.0,AO19,BZ76ROL87339,AO,home
LZG8717339,05/29/2020 08:54:59,MR07,HE38BQH01623,2.8,MR07,HE38BQH01623,MR,home
ADW2205957,05/29/2020 09:45:35,AO19,EG95RTB75032,2.8,AO19,EG95RTB75032,NE,away
FNO8824842,05/29/2020 11:35:54,NE14,PD45WOT56494,2.0,NE14,PD45WOT56494,NE,home
NYA1628019,05/29/2020 11:41:53,KO03,QO77TFN61853,2.2,KO03,QO77TFN61853,KO,home
TPP0276718,05/29/2020 12:06:51,EG04,KW50MJG67260,1.25,EG04,KW50MJG67260,GF,away
PBU3695565,05/29/2020 12:30:40,NE01,OC94ASJ72024,2.8,NE01,OC94ASJ72024,AO,away
XGA0735704,05/29/2020 12:31:29,KO02,IX01MVL33676,2.5,KO02,IX01MVL33676,KO,home
TQF9603247,05/29/2020 13:41:10,AO18,PE73VJU23485,2.8,AO18,PE73VJU23485,AO,home
PJK0135698,05/29/2020 14:34:34,OO00,LC72NRN52084,3.1,OO00,LC72NRN52084,OO,home
WSE5201909,05/29/2020 16:04:34,GF00,BY85QGR11636,2.5,GF00,BY85QGR11636,GF,home
OWQ2375853,05/29/2020 16:21:15,AO08,HT62RDI04611,2.8,AO08,HT62RDI04611,AO,home
YIR2954562,05/29/2020 16:30:26,NE12,IA29IQS63679,1.0,NE12,IA29IQS63679,NE,home
IFZ8194468,05/29/2020 18:24:57,GF00,BY85QGR11636,2.5,GF00,BY85QGR11636,GF,home
WUG5354366,05/29/2020 19:32:10,EG04,CM15YCB60994,2.0,EG04,CM15YCB60994,EG,home
LND3486045,05/29/2020 19:49:15,GF00,QN12NTR81378,13.0,GF00,QN12NTR81378,GF,home
OOV8262935,05/29/2020 20:16:04,GF00,PF04UCA93312,3.1,GF00,PF04UCA93312,GF,home
LBQ3289783,05/29/2020 20:40:18,AO02,YL27IFD65117,2.0,AO02,YL27IFD65117,AO,home
LLE2072907,05/29/2020 21:16:34,AO10,DV04FQL29609,3.1,AO10,DV04FQL29609,AO,home
BTF8030386,05/29/2020 21:25:27,EG08,TZ48CCW54765,3.1,EG08,TZ48CCW54765,EG,home
KEI8937328,05/29/2020 22:04:45,AO16,OC94ASJ72024,1.0,AO16,OC94ASJ72024,AO,home
MHX8719119,05/29/2020 23:20:32,MR08,KF48RSD79865,2.8,MR08,KF48RSD79865,MR,home
UFS1737657,05/30/2020 00:24:26,AO05,QW79CHL42244,2.8,AO05,QW79CHL42244,KO,away
WXS6721702,05/30/2020 01:21:15,KO08,IX01MVL33676,2.5,KO08,IX01MVL33676,KO,home
FUG1782987,05/30/2020 02:59:53,AO05,PF04UCA93312,2.8,AO05,PF04UCA93312,GF,away
XND7793279,05/30/2020 03:04:19,EG04,MU06LHX94338,1.5,EG04,MU06LHX94338,EG,home
EOT9078700,05/30/2020 03:35:10,OO10,JF94VYA88954,2.8,OO10,JF94VYA88954,OO,home
TEY6147149,05/30/2020 07:39:42,NE11,JV67MTI17124,2.5,NE11,JV67MTI17124,NE,home
SBC1776878,05/30/2020 08:00:09,EG10,IW53OQE31439,2.8,EG10,IW53OQE31439,EG,home
PZE0168296,05/30/2020 08:23:03,OO09,JF94VYA88954,2.8,OO09,JF94VYA88954,OO,home
CRV7117764,05/30/2020 08:49:50,NE16,FY47TUN40300,2.2,NE16,FY47TUN40300,NE,home
MZZ1871328,05/30/2020 09:24:11,GF00,SL09NOT64494,2.5,GF00,SL09NOT64494,GF,home
JGI4133838,05/30/2020 09:52:23,GF00,UF84JOS00561,2.8,GF00,UF84JOS00561,GF,home
RGN1448853,05/30/2020 10:24:04,OO06,EE22TMX10817,2.0,OO06,EE22TMX10817,OO,home
WCU8343784,05/30/2020 10:40:24,EG00,DW44ZOO26361,2.5,EG00,DW44ZOO26361,EG,home
SJF1611505,05/30/2020 11:33:30,NE04,BI87HYL81972,2.8,NE04,BI87HYL81972,MR,away
EVO4878630,05/30/2020 11:47:53,OO08,BK77KNV91142,2.8,OO08,BK77KNV91142,OO,home
DSV5925199,05/30/2020 11:57:59,KO08,IX01MVL33676,2.5,KO08,IX01MVL33676,KO,home
VRM2406834,05/30/2020 12:54:51,KO01,ED51EWW52190,2.8,KO01,ED51EWW52190,KO,home
ZTZ7247278,05/30/2020 14:15:21,AO12,SY96JDQ97089,1.5,AO12,SY96JDQ97089,AO,home
RWG3463305,05/30/2020 15:28:29,AO01,BZ76ROL87339,1.0,AO01,BZ76ROL87339,AO,home
KVC0770013,05/30/2020 15:30:58,AO03,MX39VOS38645,2.8,AO03,MX39VOS38645,AO,home
JJX6857063,05/30/2020 17:16:51,EG00,VL67TFO75321,13.0,EG00,VL67TFO75321,EG,home
HZM1240933,05/30/2020 17:28:27,AO08,YX66XYW62640,2.8,AO08,YX66XYW62640,GF,away
QSE8738955,05/30/2020 18:02:28,AO17,IX01MVL33676,2.8,AO17,IX01MVL33676,KO,away
QYO0589768,05/30/2020 18:06:15,GF00,CK97FAU13897,2.5,GF00,CK97FAU13897,GF,home
OYR6940743,05/30/2020 18:18:37,KO04,QO77TFN61853,2.2,KO04,QO77TFN61853,KO,home
FCK2708420,05/30/2020 18:29:53,NE08,IA29IQS63679,1.0,NE08,IA29IQS63679,NE,home
UDB1761589,05/30/2020 19:47:21,OO12,BZ76ROL87339,1.5,OO12,BZ76ROL87339,AO,away
QGW7280488,05/30/2020 20:09:57,KO05,OY94SZK34436,1.5,KO05,OY94SZK34436,NE,away
LEW7951653,05/30/2020 20:21:27,MR04,QN23UHH39091,2.8,MR04,QN23UHH39091,MR,home
PBX6861395,05/30/2020 20:21:29,OO02,WY00MLL63827,1.0,OO02,WY00MLL63827,KO,away
GMS2255850,05/30/2020 20:26:24,AO16,RR73DWB65452,2.8,AO16,RR73DWB65452,AO,home
PFY8828144,05/30/2020 22:07:30,NE16,EG95RTB75032,2.8,NE16,EG95RTB75032,NE,home
DOM9221074,05/30/2020 22:22:26,AO10,PE73VJU23485,2.8,AO10,PE73VJU23485,AO,home
CRH8832737,05/30/2020 23:37:07,MR05,HE38BQH01623,2.8,MR05,HE38BQH01623,MR,home
PWQ0170015,05/30/2020 23:49:44,KO00,QR03XCJ37459,1.5,KO00,QR03XCJ37459,OO,away
ENU3903687,05/31/2020 00:00:03,MR01,HA82SCK64299,1.5,MR01,HA82SCK64299,MR,home
JMM7734686,05/31/2020 00:00:23,GF00,PF04UCA93312,3.1,GF00,PF04UCA93312,GF,home
NGD4513465,05/31/2020 00:19:01,KO05,ED51EWW52190,2.8,KO05,ED51EWW52190,KO,home
MPM1298236,05/31/2020 00:21:21,EG01,CM15YCB60994,2.0,EG01,CM15YCB60994,EG,home
EFA1336259,05/31/2020 00:58:13,AO05,DV04FQL29609,2.8,AO05,DV04FQL29609,AO,home
CEI4349830,05/31/2020 01:08:08,OO05,AY38OQF67603,2.8,OO05,AY38OQF67603,OO,home
BKR5146861,05/31/2020 01:09:09,AO19,TE24LCO18661,2.8,AO19,TE24LCO18661,EG,away
MQX1569715,05/31/2020 02:05:06,AO19,OC94ASJ72024,1.0,AO19,OC94ASJ72024,AO,home
MBX1428952,05/31/2020 04:11:14,KO01,WY00MLL63827,1.0,KO01,WY00MLL63827,KO,home
RWZ6165069,05/31/2020 05:10:45,AO02,HT62RDI04611,2.8,AO02,HT62RDI04611,AO,home
GLT4004406,05/31/2020 06:50:28,KO01,EE22TMX10817,3.1,KO01,EE22TMX10817,OO,away
MWP1574868,05/31/2020 07:00:23,GF00,RK48BOP88344,13.0,GF00,RK48BOP88344,OO,away
TNB6856826,05/31/2020 07:42:19,KO09,CP56DAO45598,2.5,KO09,CP56DAO45598,GF,away
OYS2557051,05/31/2020 07:51:54,KO07,QO77TFN61853,2.2,KO07,QO77TFN61853,KO,home
CNJ5987644,05/31/2020 08:01:02,OO05,QX75YWC61835,2.5,OO05,QX75YWC61835,OO,home
TFE8716727,05/31/2020 09:24:12,MR06,HE38BQH01623,2.8,MR06,HE38BQH01623,MR,home
GMD3065548,05/31/2020 09:57:05,GF00,BY85QGR11636,2.5,GF00,BY85QGR11636,GF,home
HHS5358813,05/31/2020 10:18:35,MR02,UA13YTK28483,2.8,MR02,UA13YTK28483,MR,home
XOM0337028,05/31/2020 10:36:33,EG04,DW44ZOO26361,2.5,EG04,DW44ZOO26361,EG,home
VLE0666398,05/31/2020 10:55:21,NE02,NY14GZR94632,2.8,NE02,NY14GZR94632,NE,home
MOR1006925,05/31/2020 11:08:10,OO04,QR03XCJ37459,2.8,OO04,QR03XCJ37459,OO,home
QNZ0196628,05/31/2020 11:43:28,AO17,DP11ENT03275,3.1,AO17,DP11ENT03275,AO,home
MWI8730183,05/31/2020 11:59:43,MR06,QH15HWX24570,3.1,MR06,QH15HWX24570,MR,home
MSF3671977,05/31/2020 12:03:08,KO01,KB55KTM48860,2.5,KO01,KB55KTM48860,KO,home
BQF8554953,05/31/2020 12:13:05,NE12,VX68BAR38623,1.5,NE12,VX68BAR38623,NE,home
XTB3051581,05/31/2020 12:46:30,MR02,RR98KQE80731,1.25,MR02,RR98KQE80731,MR,home
WGF8424186,05/31/2020 13:11:02,EG12,TV81MAQ99005,2.2,EG12,TV81MAQ99005,EG,home
MXR9804416,05/31/2020 13:27:17,EG07,IN99SEN20660,2.8,EG07,IN99SEN20660,EG,home
TIF8482401,05/31/2020 14:23:26,OO04,CP56DAO45598,2.0,OO04,CP56DAO45598,GF,away
HOT6257235,05/31/2020 14:46:40,MR08,RR98KQE80731,1.25,MR08,RR98KQE80731,MR,home
SXF7598818,05/31/2020 16:26:53,AO16,HT62RDI04611,2.8,AO16,HT62RDI04611,AO,home
IEU8508709,05/31/2020 17:32:29,AO04,DV04FQL29609,3.1,AO04,DV04FQL29609,AO,home
BFQ0153859,05/31/2020 18:00:04,AO05,DV04FQL29609,3.1,AO05,DV04FQL29609,AO,home
ZZC1713161,05/31/2020 18:19:46,AO05,MX39VOS38645,2.8,AO05,MX39VOS38645,AO,home
KKW5472042,05/31/2020 19:20:51,KO07,HW75BKT77773,2.2,KO07,HW75BKT77773,KO,home
BIR4663821,05/31/2020 19:35:39,MR06,IZ65WAT29135,2.0,MR06,IZ65WAT29135,MR,home
PNX2828313,05/31/2020 19:52:39,GF00,BY85QGR11636,2.5,GF00,BY85QGR11636,GF,home
SHK6572274,05/31/2020 20:03:20,KO02,QO77TFN61853,2.2,KO02,QO77TFN61853,KO,home
WGE5799670,05/31/2020 20:47:28,MR03,EZ65FLV39493,2.8,MR03,EZ65FLV39493,MR,home
HFC4537882,05/31/2020 20:50:56,KO02,DO24BCW15511,1.25,KO02,DO24BCW15511,KO,home
KOE7693620,05/31/2020 21:28:07,EG00,EC02LZC49528,2.8,EG00,EC02LZC49528,EG,home
CVY2738641,05/31/2020 21:49:03,OO01,SL09NOT64494,1.0,OO01,SL09NOT64494,GF,away
ZXH1211813,05/31/2020 21:58:59,KO05,ZY93PCY41868,1.5,KO05,ZY93PCY41868,KO,home
VVL3552745,05/31/2020 23:28:16,EG11,IW53OQE31439,2.8,EG11,IW53OQE31439,EG,home
CUS0599448,05/31/2020 23:42:42,AO04,NO82BAX82566,2.8,AO04,NO82BAX82566,NE,away
HTE6181722,05/31/2020 23:52:07,MR03,RR98KQE80731,1.25,MR03,RR98KQE80731,MR,home
TWC8504959,06/01/2020 01:06:10,AO01,HT62RDI04611,2.8,AO01,HT62RDI04611,AO,home
VBF5925977,06/01/2020 01:36:43,OO01,EM54HQI58682,2.8,OO01,EM54HQI58682,OO,home
NNJ3315850,06/01/2020 01:41:48,NE06,PM58XHX45588,1.5,NE06,PM58XHX45588,NE,home
BJK6989733,06/01/2020 03:30:10,AO01,YL27IFD65117,2.0,AO01,YL27IFD65117,AO,home
BRJ4702164,06/01/2020 04:59:07,MR00,CK97FAU13897,3.1,MR00,CK97FAU13897,GF,away
YKO7296144,06/01/2020 05:09:01,KO05,VX68BAR38623,2.2,KO05,VX68BAR38623,NE,away
PHR5268952,06/01/2020 05:16:21,EG03,XE59BZM26378,2.5,EG03,XE59BZM26378,EG,home
YJS4937598,06/01/2020 05:50:10,EG02,EC02LZC49528,2.8,EG02,EC02LZC49528,EG,home
UNW1064558,06/01/2020 07:28:56,AO09,IC95TLY24827,2.8,AO09,IC95TLY24827,OO,away
EGJ2891426,06/01/2020 08:03:36,AO02,BZ76ROL87339,1.0,AO02,BZ76ROL87339,AO,home
AQP3568725,06/01/2020 08:04:55,OO03,EM54HQI58682,2.8,OO03,EM54HQI58682,OO,home
GCZ4942568,06/01/2020 09:36:16,OO03,IC95TLY24827,2.0,OO03,IC95TLY24827,OO,home
FYB4834844,06/01/2020 09:40:52,EG06,IN99SEN20660,2.8,EG06,IN99SEN20660,EG,home
WWP2336271,06/01/2020 10:29:46,AO14,LG64ARC91224,13.0,AO14,LG64ARC91224,AO,home
LFG3605048,06/01/2020 10:43:05,OO04,VJ92OYV94295,2.5,OO04,VJ92OYV94295,OO,home
WQL8599177,06/01/2020 10:56:06,MR00,HE38BQH01623,2.8,MR00,HE38BQH01623,MR,home
MXG9609153,06/01/2020 11:02:44,EG07,YX66XYW62640,2.0,EG07,YX66XYW62640,GF,away
JYW9454677,06/01/2020 11:27:00,NE12,NZ35XLQ89678,2.5,NE12,NZ35XLQ89678,NE,home
WPN3749308,06/01/2020 11:52:18,GF00,CP56DAO45598,2.8,GF00,CP56DAO45598,GF,home
QFH6194360,06/01/2020 12:37:09,MR03,QH15HWX24570,3.1,MR03,QH15HWX24570,MR,home
CPB2105775,06/01/2020 14:54:41,AO14,PE73VJU23485,2.8,AO14,PE73VJU23485,AO,home
LVA9843730,06/01/2020 17:26:15,GF00,PF04UCA93312,3.1,GF00,PF04UCA93312,GF,home
TGZ7556787,06/01/2020 18:31:10,EG10,CM15YCB60994,2.0,EG10,CM15YCB60994,EG,home
MWZ5139250,06/01/2020 20:23:11,MR05,HR53SRO94328,13.0,MR05,HR53SRO94328,MR,home
YNR8259658,06/01/2020 20:51:54,EG08,CM15YCB60994,2.0,EG08,CM15YCB60994,EG,home
TOZ2508359,06/01/2020 20:57:53,OO00,WG11QVY31890,1.0,OO00,WG11QVY31890,OO,home
ZVR8984074,06/01/2020 22:44:36,OO06,VJ92OYV94295,2.5,OO06,VJ92OYV94295,OO,home
YPR3167958,06/01/2020 23:27:39,AO00,PE73VJU23485,2.8,AO00,PE73VJU23485,AO,home
DYB7307568,06/02/2020 02:24:43,GF00,MA30QLI76818,2.5,GF00,MA30QLI76818,GF,home
BWS5372306,06/02/2020 02:59:52,NE03,NY14GZR94632,2.8,NE03,NY14GZR94632,NE,home
EWR5309219,06/02/2020 03:15:44,EG07,CM15YCB60994,2.0,EG07,CM15YCB60994,EG,home
ANF0754927,06/02/2020 04:13:49,EG11,TE24LCO18661,1.25,EG11,TE24LCO18661,EG,home
YSW0650764,06/02/2020 04:15:58,OO11,IC95TLY24827,2.0,OO11,IC95TLY24827,OO,home
SGB5483459,06/02/2020 04:23:27,MR08,HE38BQH01623,2.8,MR08,HE38BQH01623,MR,home
RVJ3984867,06/02/2020 05:14:19,NE10,HE38BQH01623,2.2,NE10,HE38BQH01623,MR,away
FKS2404303,06/02/2020 05:25:45,NE11,OY94SZK34436,2.5,NE11,OY94SZK34436,NE,home
BFG4377811,06/02/2020 05:31:21,KO01,MQ65WJJ60020,3.1,KO01,MQ65WJJ60020,KO,home
UQJ4944826,06/02/2020 06:40:24,AO09,RR73DWB65452,2.8,AO09,RR73DWB65452,AO,home
OFC8097622,06/02/2020 07:53:42,GF00,UF84JOS00561,2.8,GF00,UF84JOS00561,GF,home
LHL1486587,06/02/2020 09:49:31,GF00,KW50MJG67260,2.2,GF00,KW50MJG67260,GF,home
MRB9762800,06/02/2020 10:34:33,MR02,UA13YTK28483,2.8,MR02,UA13YTK28483,MR,home
AQC4065880,06/02/2020 10:39:17,KO02,DP11ENT03275,2.2,KO02,DP11ENT03275,AO,away
LBB0253784,06/02/2020 11:24:10,KO03,QO77TFN61853,2.2,KO03,QO77TFN61853,KO,home
NJS9455112,06/02/2020 11:52:31,AO19,YL27IFD65117,2.0,AO19,YL27IFD65117,AO,home
ACV6509176,06/02/2020 12:34:31,EG06,MU06LHX94338,1.5,EG06,MU06LHX94338,EG,home
LGS7445295,06/02/2020 14:09:15,GF00,UF84JOS00561,2.8,GF00,UF84JOS00561,GF,home
RTN8099579,06/02/2020 14:25:33,MR06,IZ65WAT29135,2.0,MR06,IZ65WAT29135,MR,home
VRC6796481,06/02/2020 15:45:09,KO03,MQ65WJJ60020,1.25,KO03,MQ65WJJ60020,KO,home
YLV2506949,06/02/2020 16:10:05,OO02,AY38OQF67603,2.8,OO02,AY38OQF67603,OO,home
ZBH1215786,06/02/2020 16:14:42,MR04,UA13YTK28483,2.8,MR04,UA13YTK28483,MR,home
NYF1807190,06/02/2020 16:49:17,GF00,JE65QJK64802,2.8,GF00,JE65QJK64802,GF,home
QME0633861,06/02/2020 17:14:39,EG07,JD78PQD35395,1.0,EG07,JD78PQD35395,EG,home
KNO0625505,06/02/2020 17:50:46,EG09,IN99SEN20660,2.8,EG09,IN99SEN20660,EG,home
VOO3816370,06/02/2020 18:04:55,NE07,PD45WOT56494,2.0,NE07,PD45WOT56494,NE,home
SLF0473289,06/02/2020 18:13:28,EG12,DW44ZOO26361,2.5,EG12,DW44ZOO26361,EG,home
VGN8644850,06/02/2020 18:51:57,GF00,BY85QGR11636,2.5,GF00,BY85QGR11636,GF,home
EPY9349434,06/02/2020 20:23:39,EG06,IN99SEN20660,2.8,EG06,IN99SEN20660,EG,home
AMF7870749,06/02/2020 21:22:11,EG07,TE24LCO18661,1.25,EG07,TE24LCO18661,EG,home
RIY5993017,06/02/2020 21:38:34,NE16,QX75YWC61835,1.25,NE16,QX75YWC61835,OO,away
CCD6040010,06/02/2020 21:55:17,MR02,VX68BAR38623,1.5,MR02,VX68BAR38623,NE,away
WWW1571356,06/02/2020 23:25:23,OO09,VJ92OYV94295,2.5,OO09,VJ92OYV94295,OO,home
UAI8046400,06/03/2020 00:55:10,OO02,BK77KNV91142,2.8,OO02,BK77KNV91142,OO,home
XUJ2615744,06/03/2020 01:09:57,OO10,QR03XCJ37459,2.8,OO10,QR03XCJ37459,OO,home
SNU8869644,06/03/2020 03:52:33,AO11,BM25PHF40639,13.0,AO11,BM25PHF40639,AO,home
CFY3265256,06/03/2020 03:58:35,OO04,LC72NRN52084,3.1,OO04,LC72NRN52084,OO,home
BSN0716232,06/03/2020 05:13:23,MR06,UA13YTK28483,2.8,MR06,UA13YTK28483,MR,home
HBB4813685,06/03/2020 08:02:54,AO17,MQ65WJJ60020,2.8,AO17,MQ65WJJ60020,KO,away
HRO7363914,06/03/2020 09:11:33,GF00,YX66XYW62640,3.1,GF00,YX66XYW62640,GF,home
PNQ1404641,06/03/2020 10:16:28,KO09,PD45WOT56494,2.2,KO09,PD45WOT56494,NE,away
URH9512180,06/03/2020 11:14:07,NE15,IA29IQS63679,1.0,NE15,IA29IQS63679,NE,home
NFC2471576,06/03/2020 11:15:49,AO16,PE73VJU23485,2.8,AO16,PE73VJU23485,AO,home
JMW1811953,06/03/2020 11:30:13,MR00,KW50MJG67260,1.0,MR00,KW50MJG67260,GF,away
IFH4268432,06/03/2020 11:35:29,MR04,KF48RSD79865,2.8,MR04,KF48RSD79865,MR,home
UZC5854741,06/03/2020 13:26:37,OO07,IC95TLY24827,2.0,OO07,IC95TLY24827,OO,home
VEL9323857,06/03/2020 13:29:49,AO07,QW79CHL42244,2.8,AO07,QW79CHL42244,KO,away
RMS2391667,06/03/2020 14:20:54,MR04,KF48RSD79865,2.8,MR04,KF48RSD79865,MR,home
ION3712606,06/03/2020 15:30:18,AO14,LG64ARC91224,13.0,AO14,LG64ARC91224,AO,home
OSD8796660,06/03/2020 16:10:38,EG11,IN99SEN20660,2.8,EG11,IN99SEN20660,EG,home
IWN5683640,06/03/2020 16:45:18,KO08,IX01MVL33676,2.5,KO08,IX01MVL33676,KO,home
GMY7129384,06/03/2020 17:10:43,OO08,AY38OQF67603,2.5,OO08,AY38OQF67603,OO,home
ZBM7678667,06/03/2020 18:48:05,NE06,EV77EDV52985,1.0,NE06,EV77EDV52985,NE,home
CYI8280858,06/03/2020 19:25:08,KO04,XF28DGK65250,2.5,KO04,XF28DGK65250,GF,away
MMR1376646,06/03/2020 19:25:54,MR00,UA13YTK28483,2.8,MR00,UA13YTK28483,MR,home
PVD6206357,06/03/2020 19:54:46,EG07,JD78PQD35395,1.0,EG07,JD78PQD35395,EG,home
FQS5709941,06/03/2020 21:21:50,EG05,XE59BZM26378,2.5,EG05,XE59BZM26378,EG,home
MZJ4910589,06/03/2020 22:11:46,AO08,QN12NTR81378,2.8,AO08,QN12NTR81378,GF,away
FGY4609931,06/03/2020 23:09:44,EG01,XE59BZM26378,2.5,EG01,XE59BZM26378,EG,home
QWP1593004,06/03/2020 23:18:00,MR04,EZ65FLV39493,2.8,MR04,EZ65FLV39493,MR,home
ICR5778076,06/03/2020 23:18:38,KO05,WU78BMX13511,1.5,KO05,WU78BMX13511,GF,away
QEB0639065,06/03/2020 23:27:41,OO04,HA82SCK64299,1.5,OO04,HA82SCK64299,MR,away
OHU3489387,06/04/2020 00:17:11,AO03,SY96JDQ97089,1.5,AO03,SY96JDQ97089,AO,home
ETC5408571,06/04/2020 00:44:46,KO04,IX01MVL33676,2.5,KO04,IX01MVL33676,KO,home
HBH8904825,06/04/2020 01:33:26,EG09,DV04FQL29609,1.5,EG09,DV04FQL29609,AO,away
MTG6448833,06/04/2020 02:59:59,OO10,KF48RSD79865,2.5,OO10,KF48RSD79865,MR,away
QBG9469731,06/04/2020 03:08:50,EG00,HT62RDI04611,1.25,EG00,HT62RDI04611,AO,away
RUN5494271,06/04/2020 05:14:40,OO13,RK48BOP88344,2.8,OO13,RK48BOP88344,OO,home
SXJ8625380,06/04/2020 05:39:46,AO19,DP11ENT03275,3.1,AO19,DP11ENT03275,AO,home
UJT6344330,06/04/2020 06:22:49,NE04,UP28MBM38391,1.0,NE04,UP28MBM38391,NE,home
MCT6827142,06/04/2020 09:11:28,OO10,IC95TLY24827,2.0,OO10,IC95TLY24827,OO,home
NNK2129141,06/04/2020 09:42:26,NE15,WY00MLL63827,2.0,NE15,WY00MLL63827,KO,away
MGO9319252,06/04/2020 11:15:30,AO01,BM25PHF40639,13.0,AO01,BM25PHF40639,AO,home
KTL5515380,06/04/2020 11:22:21,OO01,IZ65WAT29135,2.2,OO01,IZ65WAT29135,MR,away
RKW0794296,06/04/2020 11:38:02,OO09,XV40HUQ04740,1.0,OO09,XV40HUQ04740,OO,home
FAY8157383,06/04/2020 12:03:53,MR03,LC72NRN52084,3.1,MR03,LC72NRN52084,OO,away
FLR8718199,06/04/2020 13:04:00,AO18,BM25PHF40639,13.0,AO18,BM25PHF40639,AO,home
NMD4475635,06/04/2020 13:30:16,MR05,RR98KQE80731,1.25,MR05,RR98KQE80731,MR,home
BIL3116604,06/04/2020 14:00:43,MR03,XV91YMP27722,2.5,MR03,XV91YMP27722,MR,home
ZTF0191131,06/04/2020 15:17:14,EG03,IN99SEN20660,2.8,EG03,IN99SEN20660,EG,home
LYT4432692,06/04/2020 15:58:36,NE02,FY47TUN40300,1.0,NE02,FY47TUN40300,NE,home
FDX6235366,06/04/2020 17:10:02,OO11,AY38OQF67603,2.8,OO11,AY38OQF67603,OO,home
UHS3903352,06/04/2020 17:35:25,AO16,YL27IFD65117,2.0,AO16,YL27IFD65117,AO,home
IHR2066338,06/04/2020 18:22:51,NE12,JV67MTI17124,2.5,NE12,JV67MTI17124,NE,home
DQL6682860,06/04/2020 19:14:59,KO06,YH66OKD41942,2.8,KO06,YH66OKD41942,KO,home
IYQ2209044,06/04/2020 19:57:36,KO01,IX01MVL33676,2.5,KO01,IX01MVL33676,KO,home
RRY8986014,06/04/2020 19:57:51,AO18,SY96JDQ97089,1.5,AO18,SY96JDQ97089,AO,home
NQX8192084,06/04/2020 21:39:43,EG00,EC02LZC49528,2.8,EG00,EC02LZC49528,EG,home
VHB9943218,06/04/2020 22:36:25,OO13,AY38OQF67603,2.8,OO13,AY38OQF67603,OO,home
WOX7999118,06/04/2020 22:44:45,GF00,MP14WFM40909,2.8,GF00,MP14WFM40909,GF,home
KSR6866771,06/05/2020 01:17:47,KO08,QW79CHL42244,2.8,KO08,QW79CHL42244,KO,home
